TICKER,COMPANY_NAME,DATE,STOCK_PRICE,CASH_FROM_OPERATING_ACTIVITY,PURCHASE_FROM_PROPERTY_EQUIPMENT,SHARES,EARNINGS_PER_SHARE,FREE_CASH_FLOW_PER_SHARE,HISTORICAL_HIGH_PE,HISTORICAL_LOW_PE,FUTURE_GROWTH_RATE,FUTURE_PE,STICKER_PRICE,MARGIN_OF_SAFETY,PAYBACK_TIME_PRICE,FUTURE_VALUE
MNST,Monster Beverage Company,42242,138.59,554.21,205.5,205498000,2.89,,,,21.3,42.6,201.15,100.57,56.69,793.21
